weight logl phys_par
4.861569026444773874e-06 -7.729022807569054976e+01 1.988645517111108374e-01
4.864337136077535054e-06 -7.728715885166941746e+01 6.205899586534605605e-01
5.006973868262118743e-06 -7.725575759215395522e+01 1.995624538685907279e-01
5.768495560547810835e-06 -7.711167799466483075e+01 6.187337658579521449e-01
5.790277214066478531e-06 -7.710540913793131779e+01 2.026170588238255243e-01
6.473545094631156687e-06 -7.699136541991936156e+01 2.049458444435786619e-01
6.771530740383301472e-06 -7.694386213867306878e+01 2.059189417270483879e-01
7.630036182690879846e-06 -7.682199671900077931e+01 6.156074203036614456e-01
7.645409612048100701e-06 -7.681748388942392580e+01 6.155580824994274503e-01
7.901518873809410104e-06 -7.678203430294679777e+01 2.092479031023770641e-01
8.453730230821772542e-06 -7.671198151505285523e+01 6.143989415640089824e-01
9.519381146373497352e-06 -7.659075946538993662e+01 2.132113782923494849e-01
9.631063773816110930e-06 -7.657659562216721838e+01 6.128951413744855303e-01
1.074130380562823005e-05 -7.646499282756245464e+01 2.158351254414276887e-01
1.086927501617056815e-05 -7.645064930338284626e+01 6.114792385534268959e-01
1.108735089899276698e-05 -7.642828440656889200e+01 6.112260634552092453e-01
1.109220788824028133e-05 -7.642534643669114303e+01 6.111927654440788560e-01
1.143063782187897219e-05 -7.639279202775828992e+01 2.173479413802071880e-01
1.141026536870461832e-05 -7.639207588528850579e+01 2.173629710333017107e-01
1.143986998643960895e-05 -7.638698468538186148e+01 2.174698337480617250e-01
1.228178485757507979e-05 -7.631347204758196767e+01 2.190155788900678413e-01
1.234207960176957938e-05 -7.630607477690381302e+01 2.191714065409886558e-01
1.237500516705638095e-05 -7.630091058045265129e+01 2.192802244447287219e-01
1.251295884059909716e-05 -7.628732449190087550e+01 2.195666279867736215e-01
1.272746492935785771e-05 -7.626782705515790894e+01 2.199779587576509154e-01
1.373993600809653265e-05 -7.618878267700763729e+01 2.216493394931582372e-01
1.401800431505431934e-05 -7.616624678054674291e+01 2.221269891698011145e-01
1.449927911613937195e-05 -7.612999037438490291e+01 2.228965131305723490e-01
1.487321143542390043e-05 -7.610202760188026616e+01 6.074705784866072378e-01
1.500313753003516622e-05 -7.609082995854871001e+01 6.073395572054709479e-01
1.502272019807005806e-05 -7.608702557144418677e+01 2.238101397534271175e-01
1.500961370996223526e-05 -7.608539839664518922e+01 6.072759513497441031e-01
1.504566265826783824e-05 -7.608049955225256156e+01 6.072185544900153831e-01
1.514436428587858677e-05 -7.607146083803034742e+01 2.241415811044786821e-01
1.606822623253860202e-05 -7.600974551035434956e+01 6.063864459715365696e-01
1.683111056840008658e-05 -7.596086031299435604e+01 6.058080770397811232e-01
1.706925235596300558e-05 -7.594431056931341573e+01 2.268585824342769230e-01
1.749629983421889165e-05 -7.591709988591856018e+01 2.274422464817690281e-01
